Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
11-12-2018,0.1,,7,0.1,0.1,10,5.555555556
06-02-2019,0,,6.5,0.2,0.2,15,13.88888889
06-02-2019,0,6,7,0.4,0.6,15,13.33333333
06-02-2019,0,10,6.5,1,1.5,13,7.777777778
06-02-2019,0,,6.5,0.1,0.5,15,13.88888889
28-02-2019,0,,6.5,1,1.5,13,7.777777778
28-02-2019,0,8.7,6.5,0.4,0.4,10,7.777777778
28-02-2019,0.7,10,6.5,0.4,0.6,12,7.777777778
28-02-2019,0,10,7,0.4,1.3,10,7.777777778
14-03-2019,0.6,8.7,6.5,0.4,0.8,15,15
14-03-2019,0,,6.5,0.7,1.2,15,15.55555556
14-03-2019,0,8.3,6.5,1,1.4,16,15
14-03-2019,0,,6.5,0.4,0.4,15,15.55555556
26-03-2019,0,7,6.5,0,0.4,11,6.666666667
26-03-2019,0,9.5,7,0.3,0.3,12,6.666666667
26-03-2019,0,,6.5,0.9,1.4,14,6.666666667
10-04-2019,0,6.7,6.5,0.9,1.4,20,13.88888889
10-04-2019,0,7.4,6.5,0.2,0.7,19,13.88888889
10-04-2019,0.2,,7,0.2,0.2,19,14.44444444
24-04-2019,0,,6.5,0.6,0.14,22,20
24-04-2019,0.2,7,,0.5,0.5,23,20.55555556
24-04-2019,0.7,4,6.5,0.3,1,22,20
24-04-2019,,,,,,,-17.77777778
26-04-2019,0.6,10,6.5,0.1,0.4,12,6.666666667
08-05-2019,0,,6.5,0.1,0.1,28,21.66666667
08-05-2019,0.8,5.3,7,0.4,0.7,22,20.55555556
08-05-2019,0.24,4.8,6.5,0.7,0.13,24,21.11111111
08-05-2019,0,,7,0.4,0.9,27,21.66666667
23-05-2019,0,4.9,7,0.4,0.6,25,20.55555556
23-05-2019,0,,6.5,0.9,1.2,27,21.11111111
23-05-2019,0,4.1,7,0.3,0.3,27,20.55555556
23-05-2019,0.8,6.9,7,0.4,0.9,22,20.55555556
05-06-2019,9,4.2,8,0.4,0.9,24,22.22222222
05-06-2019,2,,8,0.6,0.8,28,22.77777778
05-06-2019,2,,9,0.2,0.2,27,22.77777778
05-06-2019,0,4.1,7,0.6,1.1,15,22.22222222
03-07-2019,0,6.5,7.5,0.4,0.9,26,29.44444444
03-07-2019,0,,7.5,0.1,0.1,33,30.55555556
03-07-2019,0,,7,0.7,0.8,33,30.55555556
03-07-2019,0,5.9,7,0.4,1.1,28,30
06-08-2019,,,7.5,0.7,0.9,31,27.22222222
06-08-2019,0,,7.5,0.1,0.1,31,27.77777778
06-08-2019,0,3.6,6.5,0.7,1.2,25,26.11111111
06-08-2019,0.01,4.4,7.5,0.4,0.8,25,26.11111111
20-08-2019,0,,7,0.1,0.1,31,30.55555556
20-08-2019,0,4,7,0.4,1,26,27.77777778
20-08-2019,,,6.5,1.2,0.5,27,28.88888889
20-08-2019,0,3.6,7,0.5,0.5,28,28.88888889
03-09-2019,0.1,,7,0.1,0.1,30,26.66666667
03-09-2019,0,4.5,9,0.4,0.9,27,26.11111111
03-09-2019,0,5.5,7,0.5,1.2,28,26.66666667
03-09-2019,0,,7,0.8,1,28,26.66666667
18-09-2019,0,4.7,6.5,0.2,0.2,23,21.66666667
18-09-2019,0.5,4.1,7.5,0.4,0.4,22.8,21.66666667
18-09-2019,0,4.6,7,0.6,0.6,23,21.66666667
18-09-2019,0,,7,0.5,1,23,-17.77777778
11-10-2019,0,,6.5,0.9,1,20,17.22222222
11-10-2019,0.1,6,,0.3,0.3,19,18.33333333
11-10-2019,0,,7,0.1,0.1,20,18.33333333
11-10-2019,0,,7,0.6,0.6,19,18.33333333
23-10-2019,0,5.9,7,0.5,1,20,17.22222222
23-10-2019,0.5,6.2,7,0.5,0.9,19,17.22222222
23-10-2019,0,,6.5,0.9,1,20,17.22222222
23-10-2019,0,4.6,6.5,0.2,0.2,20,17.22222222
28-10-2019,0.1,,6.5,0.7,1,13,9.444444444
05-11-2019,0,,6.5,9,12,27,21.11111111
15-12-2019,0.2,6.1,7.2,0.6,1,22,13.33333333
15-01-2020,0.1,6.5,7.1,0.7,1.2,21,7.777777778
15-02-2020,0,6.8,7.3,0.8,1.3,23,13.88888889
15-03-2020,0.1,5.9,7,0.6,1,26,7.777777778
15-04-2020,0.3,5.4,6.9,0.5,0.9,29,7.777777778
15-05-2020,0.4,5.1,6.8,0.4,0.8,32,7.777777778
15-06-2020,0.2,5.6,7,0.7,1.1,30,7.777777778
15-07-2020,0.1,5.8,7.1,0.6,1,28,15
15-08-2020,0,6.2,7.2,0.5,0.9,27,15.55555556
15-09-2020,0.2,6,7.3,0.7,1.2,26,15
15-10-2020,0.3,5.7,7.1,0.8,1.3,24,15.55555556
15-11-2020,0.2,5.9,7,0.9,1.4,23,6.666666667
15-12-2020,0.1,6.3,7.2,0.7,1.2,22,6.666666667
15-01-2021,0.2,6.4,7.2,0.6,1.1,21,6.666666667
15-02-2021,0,6.7,7.3,0.7,1.2,22,13.88888889
15-03-2021,0.1,5.8,7,0.6,1,26,13.88888889
15-04-2021,0.2,5.3,6.9,0.5,0.9,28,14.44444444
15-05-2021,0.3,5,6.8,0.4,0.8,31,20
15-06-2021,0.2,5.5,7,0.6,1,30,20.55555556
15-07-2021,0.1,5.7,7.1,0.5,0.9,27,20
15-08-2021,0,6.1,7.2,0.5,0.9,27,-17.77777778
15-09-2021,0.2,6,7.3,0.7,1.2,26,6.666666667
15-10-2021,0.3,5.8,7.1,0.8,1.3,24,21.66666667
15-11-2021,0.2,5.9,7,0.9,1.4,23,20.55555556
15-12-2021,0.1,6.2,7.1,0.6,1.1,22,21.11111111
15-01-2022,0.2,6.3,7.2,0.7,1.1,21,21.66666667
15-02-2022,0.1,6.6,7.3,0.8,1.2,22,20.55555556
15-03-2022,0.1,5.9,7,0.7,1,25,21.11111111
15-04-2022,0.3,5.2,6.9,0.6,0.9,29,20.55555556
15-05-2022,0.4,5.1,6.8,0.5,0.8,32,20.55555556
15-06-2022,0.2,5.4,7,0.7,1.1,30,22.22222222
15-07-2022,0.1,5.6,7.1,0.6,1,28,22.77777778
15-08-2022,0,6,7.2,0.5,0.9,27,22.77777778
15-09-2022,0.2,6.1,7.3,0.7,1.2,26,22.22222222
15-10-2022,0.3,5.8,7.1,0.8,1.3,24,29.44444444
15-11-2022,0.2,5.9,7,0.9,1.4,23,30.55555556
15-12-2022,0.1,6.2,7.1,0.6,1.1,22,13.33333333
15-01-2023,0.2,6.3,7.2,0.6,1,21,7.777777778
15-02-2023,0.1,6.7,7.3,0.8,1.2,23,13.88888889
15-03-2023,0.1,5.8,7,0.7,1,26,7.777777778
15-04-2023,0.3,5.2,6.9,0.6,0.9,29,7.777777778
15-05-2023,0.4,5,6.8,0.5,0.8,32,7.777777778
15-06-2023,0.2,5.5,7,0.6,1,30,7.777777778
15-07-2023,0.1,5.7,7.1,0.5,0.9,27,15
15-08-2023,0,6.1,7.2,0.5,0.9,27,15.55555556
15-09-2023,0.2,6,7.3,0.7,1.2,26,15
15-10-2023,0.3,5.8,7.1,0.8,1.3,24,15.55555556
15-11-2023,0.2,5.9,7,0.9,1.4,23,6.666666667
15-12-2023,0.1,6.2,7.1,0.6,1.1,22,6.666666667
15-01-2024,0.2,6.3,7.2,0.6,1,21,6.666666667
15-02-2024,0.1,6.6,7.3,0.7,1.1,22,13.88888889
15-03-2024,0.1,5.9,7,0.6,1,25,13.88888889
15-04-2024,0.3,5.3,6.9,0.5,0.9,29,14.44444444
15-05-2024,0.4,5,6.8,0.4,0.8,32,20
15-06-2024,0.2,5.5,7,0.7,1.1,30,20.55555556
15-07-2024,0.1,5.8,7.1,0.5,0.9,27,20
15-08-2024,0,6.2,7.2,0.5,0.9,27,-17.77777778
15-09-2024,0.2,6.1,7.3,0.7,1.2,26,6.666666667
15-10-2024,0.3,5.8,7.1,0.8,1.3,24,21.66666667
15-11-2024,0.2,5.9,7,0.9,1.4,23,20.55555556
15-12-2024,0.1,6.2,7.1,0.6,1.1,22,21.11111111
